2025/09/01 07:00,"👶Nappies👶

""Time for a fresh nappy!""
""Let's get you nice and clean."""
2025/09/01 12:00,"🧱Stacking Blocks🧱

""How high can you stack the blocks?""
""Let's build a tower together!"""
2025/09/01 17:00,"🎭Pretend Play🎭

""Let's play house! You be the daddy.""
""Vroom vroom! I'm driving a race car!"""
2025/09/02 07:00,"👶Crawling👶

""Look at you go! You're crawling so fast!""
""Come on, you can crawl to me!"""
2025/09/02 12:00,"🥤Sippy Cup🥤

""Here is your sippy cup with water.""
""Can you hold your sippy cup?"""
2025/09/02 17:00,"🎨Drawing🎨

""What a beautiful picture you're drawing!""
""Let's draw a big, yellow sun."""
2025/09/03 07:00,"💪Tummy Time💪

""Tummy time helps make you strong!""
""Look at you lifting your head!"""
2025/09/03 12:00,"🚽Potty Training🚽

""Let's try using the big potty!""
""Tell me when you need to go potty."""
2025/09/03 17:00,"🚲Riding a Tricycle🚲

""Pedal, pedal, pedal your tricycle!""
""Look at you riding all by yourself!"""
2025/09/04 07:00,"❓Are you hungry?❓

""Is your tummy telling you it's hungry?""
""Let's get you something to eat."""
2025/09/04 12:00,"🤝Hold my hand🤝

""Hold my hand so we can cross the street safely.""
""Don't let go of my hand."""
2025/09/04 17:00,"📖Let's read a story📖

""Pick out a book you want to read.""
""Once upon a time, in a land far away..."""
2025/09/05 07:00,"👶Baby Wipes👶

""Let's get the baby wipes to clean your hands.""
""Wipes are so fresh and clean."""
2025/09/05 12:00,"🍽️Plate🍽️

""Your food is on the plate.""
""Can you finish everything on your plate?"""
2025/09/05 17:00,"🍱Lunchbox🍱

""What goodies are in your lunchbox today?""
""Let's pack your lunchbox for school."""
2025/09/06 07:00,"👏Clapping Hands👏

""Yay! Clap your hands!""
""If you're happy and you know it, clap your hands!"""
2025/09/06 12:00,"🏃Running🏃

""You're running so fast, I can't catch you!""
""Let's have a running race to the tree."""
2025/09/06 17:00,"🔤Learning ABCs🔤

""A, B, C, D, E, F, G...""
""Can you find the letter 'B' for ball?"""
2025/09/07 07:00,"🍼Dummies🍼

""Here is your dummy to help you sleep.""
""Where did you put your dummy?"""
2025/09/07 12:00,"🥄Spoon🥄

""Use your spoon to eat your yogurt.""
""Can you hold the spoon by yourself?"""
2025/09/07 17:00,"🎒Backpack🎒

""Let's put your backpack on.""
""Is your backpack heavy today?"""
